state,stabbrs,year,sex,Census_Region,Census_Division,LE,race
Connecticut,CT,1984,Male,Northeast,New England,72.85597292,white
Connecticut,CT,1985,Female,Northeast,New England,79.57497703,white
Connecticut,CT,1985,Male,Northeast,New England,73.03099338,white
Connecticut,CT,1986,Female,Northeast,New England,79.72042786,white
Connecticut,CT,1986,Male,Northeast,New England,73.31851904,white
Connecticut,CT,1987,Female,Northeast,New England,79.85527505,white
Connecticut,CT,1987,Male,Northeast,New England,73.52005425,white
Connecticut,CT,1988,Female,Northeast,New England,79.96591328,white
Connecticut,CT,1988,Male,Northeast,New England,73.68575521,white
Connecticut,CT,1989,Female,Northeast,New England,80.3161783,white
Connecticut,CT,1989,Male,Northeast,New England,74.01055737,white
Connecticut,CT,1990,Female,Northeast,New England,80.5937078,white
Connecticut,CT,1990,Male,Northeast,New England,74.34835262,white
Connecticut,CT,1991,Female,Northeast,New England,80.74275758,white
Connecticut,CT,1991,Male,Northeast,New England,74.46743865,white
Connecticut,CT,1992,Female,Northeast,New England,80.81304668,white
Connecticut,CT,1992,Male,Northeast,New England,74.60021827,white
Connecticut,CT,1993,Female,Northeast,New England,80.76474243,white
Connecticut,CT,1993,Male,Northeast,New England,74.67853926,white
Connecticut,CT,1994,Female,Northeast,New England,80.82950583,white
Connecticut,CT,1994,Male,Northeast,New England,74.84502805,white
Connecticut,CT,1995,Female,Northeast,New England,80.8860248,white
Connecticut,CT,1995,Male,Northeast,New England,75.00623063,white
Connecticut,CT,1996,Female,Northeast,New England,80.87900329,white
Connecticut,CT,1996,Male,Northeast,New England,75.33530976,white
Connecticut,CT,1997,Female,Northeast,New England,80.98966562,white
Connecticut,CT,1997,Male,Northeast,New England,75.56187455,white
Connecticut,CT,1998,Female,Northeast,New England,81.04309888,white
Connecticut,CT,1998,Male,Northeast,New England,75.81809489,white
Connecticut,CT,1999,Female,Northeast,New England,81.22208152,white
Connecticut,CT,1999,Male,Northeast,New England,76.06771854,white
Connecticut,CT,2000,Female,Northeast,New England,81.27640821,white
Connecticut,CT,2000,Male,Northeast,New England,76.21888564,white
Connecticut,CT,2001,Female,Northeast,New England,81.39985912,white
Connecticut,CT,2001,Male,Northeast,New England,76.52584695,white
Connecticut,CT,2002,Female,Northeast,New England,81.5984974,white
Connecticut,CT,2002,Male,Northeast,New England,76.61072386,white
Connecticut,CT,2003,Female,Northeast,New England,81.8515284,white
Connecticut,CT,2003,Male,Northeast,New England,76.94005325,white
Connecticut,CT,2004,Female,Northeast,New England,82.16115742,white
Connecticut,CT,2004,Male,Northeast,New England,77.20055157,white
Connecticut,CT,2005,Female,Northeast,New England,82.19408093,white
Connecticut,CT,2005,Male,Northeast,New England,77.46340451,white
Connecticut,CT,2006,Female,Northeast,New England,82.42115016,white
Connecticut,CT,2006,Male,Northeast,New England,77.68332261,white
Connecticut,CT,2007,Female,Northeast,New England,82.69098593,white
Connecticut,CT,2007,Male,Northeast,New England,77.98321942,white
Connecticut,CT,2008,Female,Northeast,New England,82.80364927,white
Connecticut,CT,2008,Male,Northeast,New England,78.21930022,white
Connecticut,CT,2009,Female,Northeast,New England,83.01767106,white
Connecticut,CT,2009,Male,Northeast,New England,78.44502927,white
Connecticut,CT,2010,Female,Northeast,New England,83.17750094,white
Connecticut,CT,2010,Male,Northeast,New England,78.51534019,white
Connecticut,CT,2011,Female,Northeast,New England,83.07906894,white
Connecticut,CT,2011,Male,Northeast,New England,78.45359565,white
Connecticut,CT,2012,Female,Northeast,New England,83.18146284,white
Connecticut,CT,2012,Male,Northeast,New England,78.51445028,white
Connecticut,CT,2013,Female,Northeast,New England,83.20598831,white
Connecticut,CT,2013,Male,Northeast,New England,78.5216233,white
Delaware,DE,1969,Female,South,South Atlantic,75.7941327,white
Delaware,DE,1969,Male,South,South Atlantic,67.94020611,white
Delaware,DE,1970,Female,South,South Atlantic,75.8878194,white
Delaware,DE,1970,Male,South,South Atlantic,68.14231208,white
Delaware,DE,1971,Female,South,South Atlantic,76.00051549,white
Delaware,DE,1971,Male,South,South Atlantic,68.42864624,white
Delaware,DE,1972,Female,South,South Atlantic,76.27011871,white
Delaware,DE,1972,Male,South,South Atlantic,68.59100587,white
Delaware,DE,1973,Female,South,South Atlantic,76.54563877,white
Delaware,DE,1973,Male,South,South Atlantic,68.81630789,white
Delaware,DE,1974,Female,South,South Atlantic,76.76109666,white
Delaware,DE,1974,Male,South,South Atlantic,69.18242195,white
Delaware,DE,1975,Female,South,South Atlantic,77.12886434,white
Delaware,DE,1975,Male,South,South Atlantic,69.50354741,white
Delaware,DE,1976,Female,South,South Atlantic,77.31114405,white
Delaware,DE,1976,Male,South,South Atlantic,69.81272146,white
Delaware,DE,1977,Female,South,South Atlantic,77.55897622,white
Delaware,DE,1977,Male,South,South Atlantic,70.14771796,white
Delaware,DE,1978,Female,South,South Atlantic,77.7461602,white
Delaware,DE,1978,Male,South,South Atlantic,70.3878381,white
Delaware,DE,1979,Female,South,South Atlantic,77.87781914,white
Delaware,DE,1979,Male,South,South Atlantic,70.55373372,white
Delaware,DE,1980,Female,South,South Atlantic,77.90181102,white
Delaware,DE,1980,Male,South,South Atlantic,70.78769016,white
Delaware,DE,1981,Female,South,South Atlantic,77.98897199,white
Delaware,DE,1981,Male,South,South Atlantic,71.01196246,white
Delaware,DE,1982,Female,South,South Atlantic,78.21121729,white
Delaware,DE,1982,Male,South,South Atlantic,71.23983463,white
Delaware,DE,1983,Female,South,South Atlantic,78.33422017,white
Delaware,DE,1983,Male,South,South Atlantic,71.55250925,white
Delaware,DE,1984,Female,South,South Atlantic,78.40237854,white
Delaware,DE,1984,Male,South,South Atlantic,71.70165531,white
Delaware,DE,1985,Female,South,South Atlantic,78.21467873,white
Delaware,DE,1985,Male,South,South Atlantic,71.75824059,white
Delaware,DE,1986,Female,South,South Atlantic,78.29063066,white
Delaware,DE,1986,Male,South,South Atlantic,71.82633311,white
Delaware,DE,1987,Female,South,South Atlantic,78.32696243,white
Delaware,DE,1987,Male,South,South Atlantic,72.04458601,white
Delaware,DE,1988,Female,South,South Atlantic,78.34424904,white
Delaware,DE,1988,Male,South,South Atlantic,72.29944976,white
Delaware,DE,1989,Female,South,South Atlantic,78.51900197,white
Delaware,DE,1989,Male,South,South Atlantic,72.58594722,white
Delaware,DE,1990,Female,South,South Atlantic,78.690252,white
Delaware,DE,1990,Male,South,South Atlantic,72.86681574,white
Delaware,DE,1991,Female,South,South Atlantic,78.80420103,white
Delaware,DE,1991,Male,South,South Atlantic,73.06980462,white
Delaware,DE,1992,Female,South,South Atlantic,79.00122391,white
Delaware,DE,1992,Male,South,South Atlantic,73.30806742,white
Delaware,DE,1993,Female,South,South Atlantic,79.16975333,white
Delaware,DE,1993,Male,South,South Atlantic,73.3969366,white
Delaware,DE,1994,Female,South,South Atlantic,79.29910786,white
Delaware,DE,1994,Male,South,South Atlantic,73.47919865,white
Delaware,DE,1995,Female,South,South Atlantic,79.40195238,white
Delaware,DE,1995,Male,South,South Atlantic,73.77600421,white
Delaware,DE,1996,Female,South,South Atlantic,79.50683204,white
Delaware,DE,1996,Male,South,South Atlantic,73.99304218,white
Delaware,DE,1997,Female,South,South Atlantic,79.59752883,white
Delaware,DE,1997,Male,South,South Atlantic,74.16853457,white
Delaware,DE,1998,Female,South,South Atlantic,79.73450988,white
Delaware,DE,1998,Male,South,South Atlantic,74.39280626,white
Delaware,DE,1999,Female,South,South Atlantic,79.73815523,white
Delaware,DE,1999,Male,South,South Atlantic,74.59684804,white
Delaware,DE,2000,Female,South,South Atlantic,79.69314859,white
Delaware,DE,2000,Male,South,South Atlantic,74.67505087,white
Delaware,DE,2001,Female,South,South Atlantic,79.77393977,white
Delaware,DE,2001,Male,South,South Atlantic,74.84300694,white
Delaware,DE,2002,Female,South,South Atlantic,79.92768769,white
Delaware,DE,2002,Male,South,South Atlantic,75.10094993,white
Delaware,DE,2003,Female,South,South Atlantic,80.08195699,white
Delaware,DE,2003,Male,South,South Atlantic,75.19743684,white
Delaware,DE,2004,Female,South,South Atlantic,80.38520742,white
Delaware,DE,2004,Male,South,South Atlantic,75.26454201,white
Delaware,DE,2005,Female,South,South Atlantic,80.41842641,white
Delaware,DE,2005,Male,South,South Atlantic,75.39727479,white
Delaware,DE,2006,Female,South,South Atlantic,80.63189862,white
Delaware,DE,2006,Male,South,South Atlantic,75.69859537,white
Delaware,DE,2007,Female,South,South Atlantic,80.76631797,white
Delaware,DE,2007,Male,South,South Atlantic,75.85856736,white
Delaware,DE,2008,Female,South,South Atlantic,80.84667354,white
Delaware,DE,2008,Male,South,South Atlantic,75.98434009,white
Delaware,DE,2009,Female,South,South Atlantic,80.89470724,white
Delaware,DE,2009,Male,South,South Atlantic,76.15479447,white
Delaware,DE,2010,Female,South,South Atlantic,80.95635794,white
Delaware,DE,2010,Male,South,South Atlantic,76.25548252,white
Delaware,DE,2011,Female,South,South Atlantic,81.005757,white
Delaware,DE,2011,Male,South,South Atlantic,76.38038318,white
Delaware,DE,2012,Female,South,South Atlantic,81.16874173,white
Delaware,DE,2012,Male,South,South Atlantic,76.56191083,white
Delaware,DE,2013,Female,South,South Atlantic,81.2908338,white
Delaware,DE,2013,Male,South,South Atlantic,76.59031144,white
Florida,FL,1969,Female,South,South Atlantic,76.58048705,white
Florida,FL,1969,Male,South,South Atlantic,68.08487268,white
Florida,FL,1970,Female,South,South Atlantic,76.93794612,white
Florida,FL,1970,Male,South,South Atlantic,68.48783858,white
Florida,FL,1971,Female,South,South Atlantic,77.29357346,white
Florida,FL,1971,Male,South,South Atlantic,68.88467397,white
Florida,FL,1972,Female,South,South Atlantic,77.27080763,white
Florida,FL,1972,Male,South,South Atlantic,68.9987979,white
Florida,FL,1973,Female,South,South Atlantic,77.34808783,white
Florida,FL,1973,Male,South,South Atlantic,69.14763665,white
Florida,FL,1974,Female,South,South Atlantic,77.98317436,white
Florida,FL,1974,Male,South,South Atlantic,69.80067505,white
Florida,FL,1975,Female,South,South Atlantic,78.70265902,white
Florida,FL,1975,Male,South,South Atlantic,70.4825777,white
Florida,FL,1976,Female,South,South Atlantic,78.98322588,white
Florida,FL,1976,Male,South,South Atlantic,70.86415516,white
Florida,FL,1977,Female,South,South Atlantic,79.17160545,white
Florida,FL,1977,Male,South,South Atlantic,71.22651241,white
Florida,FL,1978,Female,South,South Atlantic,79.26984794,white
Florida,FL,1978,Male,South,South Atlantic,71.37216466,white
Florida,FL,1979,Female,South,South Atlantic,79.45160625,white
Florida,FL,1979,Male,South,South Atlantic,71.46876341,white
Florida,FL,1980,Female,South,South Atlantic,79.39485251,white
Florida,FL,1980,Male,South,South Atlantic,71.34821714,white
Florida,FL,1981,Female,South,South Atlantic,79.40865793,white
Florida,FL,1981,Male,South,South Atlantic,71.52878414,white
Florida,FL,1982,Female,South,South Atlantic,79.75753987,white
Florida,FL,1982,Male,South,South Atlantic,72.00143764,white
Florida,FL,1983,Female,South,South Atlantic,79.85073774,white
Florida,FL,1983,Male,South,South Atlantic,72.17939158,white
Florida,FL,1984,Female,South,South Atlantic,80.05746253,white
Florida,FL,1984,Male,South,South Atlantic,72.41620544,white
Florida,FL,1985,Female,South,South Atlantic,80.0141317,white
Florida,FL,1985,Male,South,South Atlantic,72.44017716,white
Florida,FL,1986,Female,South,South Atlantic,80.14717282,white
Florida,FL,1986,Male,South,South Atlantic,72.72157529,white
Florida,FL,1987,Female,South,South Atlantic,80.27094096,white
Florida,FL,1987,Male,South,South Atlantic,72.81508648,white
Florida,FL,1988,Female,South,South Atlantic,80.33507983,white
Florida,FL,1988,Male,South,South Atlantic,72.85365064,white
Florida,FL,1989,Female,South,South Atlantic,80.62509041,white
Florida,FL,1989,Male,South,South Atlantic,73.10998707,white
Florida,FL,1990,Female,South,South Atlantic,80.90746875,white
Florida,FL,1990,Male,South,South Atlantic,73.38888785,white
Florida,FL,1991,Female,South,South Atlantic,81.12206961,white
Florida,FL,1991,Male,South,South Atlantic,73.62107367,white
Florida,FL,1992,Female,South,South Atlantic,81.05161962,white
Florida,FL,1992,Male,South,South Atlantic,73.80711031,white
Florida,FL,1993,Female,South,South Atlantic,80.92762954,white
Florida,FL,1993,Male,South,South Atlantic,73.73430439,white
Florida,FL,1994,Female,South,South Atlantic,81.0387219,white
Florida,FL,1994,Male,South,South Atlantic,73.84611788,white
Florida,FL,1995,Female,South,South Atlantic,81.07594084,white
Florida,FL,1995,Male,South,South Atlantic,74.01210275,white
Florida,FL,1996,Female,South,South Atlantic,81.24365915,white
Florida,FL,1996,Male,South,South Atlantic,74.57117107,white
Florida,FL,1997,Female,South,South Atlantic,81.29238389,white
Florida,FL,1997,Male,South,South Atlantic,75.08488994,white
Florida,FL,1998,Female,South,South Atlantic,81.22080091,white
Florida,FL,1998,Male,South,South Atlantic,75.27491214,white
Florida,FL,1999,Female,South,South Atlantic,81.06624582,white
Florida,FL,1999,Male,South,South Atlantic,75.33935354,white
Florida,FL,2000,Female,South,South Atlantic,81.19224603,white
Florida,FL,2000,Male,South,South Atlantic,75.33725476,white
Florida,FL,2001,Female,South,South Atlantic,81.14227612,white
Florida,FL,2001,Male,South,South Atlantic,75.34155982,white
Florida,FL,2002,Female,South,South Atlantic,81.20688865,white
Florida,FL,2002,Male,South,South Atlantic,75.50737253,white
Florida,FL,2003,Female,South,South Atlantic,81.33591986,white
Florida,FL,2003,Male,South,South Atlantic,75.6059646,white
Florida,FL,2004,Female,South,South Atlantic,81.46618511,white
Florida,FL,2004,Male,South,South Atlantic,75.85131303,white
Florida,FL,2005,Female,South,South Atlantic,81.69161793,white
Florida,FL,2005,Male,South,South Atlantic,75.91884164,white
Florida,FL,2006,Female,South,South Atlantic,81.93684697,white
Florida,FL,2006,Male,South,South Atlantic,76.11397627,white
Florida,FL,2007,Female,South,South Atlantic,82.24115479,white
Florida,FL,2007,Male,South,South Atlantic,76.45007606,white
Florida,FL,2008,Female,South,South Atlantic,82.32865608,white
Florida,FL,2008,Male,South,South Atlantic,76.6088131,white
Florida,FL,2009,Female,South,South Atlantic,82.66144659,white
Florida,FL,2009,Male,South,South Atlantic,76.94302838,white
Florida,FL,2010,Female,South,South Atlantic,82.66504845,white
Florida,FL,2010,Male,South,South Atlantic,77.11810571,white
Florida,FL,2011,Female,South,South Atlantic,82.98442694,white
Florida,FL,2011,Male,South,South Atlantic,77.47140077,white
Florida,FL,2012,Female,South,South Atlantic,83.02687961,white
Florida,FL,2012,Male,South,South Atlantic,77.77323155,white
Florida,FL,2013,Female,South,South Atlantic,83.09470429,white
Florida,FL,2013,Male,South,South Atlantic,77.93838726,white
Georgia,GA,1969,Female,South,South Atlantic,75.68576011,white
Georgia,GA,1969,Male,South,South Atlantic,66.0915392,white
Georgia,GA,1970,Female,South,South Atlantic,75.72121538,white
Georgia,GA,1970,Male,South,South Atlantic,66.2493812,white
Georgia,GA,1971,Female,South,South Atlantic,75.82031024,white
Georgia,GA,1971,Male,South,South Atlantic,66.60611508,white
Georgia,GA,1972,Female,South,South Atlantic,76.06182001,white
Georgia,GA,1972,Male,South,South Atlantic,66.66907016,white
Georgia,GA,1973,Female,South,South Atlantic,76.26847773,white
Georgia,GA,1973,Male,South,South Atlantic,66.86557898,white
Georgia,GA,1974,Female,South,South Atlantic,76.6631914,white
Georgia,GA,1974,Male,South,South Atlantic,67.39073246,white
Georgia,GA,1975,Female,South,South Atlantic,77.22337514,white
Georgia,GA,1975,Male,South,South Atlantic,67.99476218,white
Georgia,GA,1976,Female,South,South Atlantic,77.54867495,white
Georgia,GA,1976,Male,South,South Atlantic,68.41011092,white
Georgia,GA,1977,Female,South,South Atlantic,77.73127657,white
Georgia,GA,1977,Male,South,South Atlantic,68.72913627,white
Georgia,GA,1978,Female,South,South Atlantic,77.90013193,white
Georgia,GA,1978,Male,South,South Atlantic,68.9993983,white
Georgia,GA,1979,Female,South,South Atlantic,78.1005884,white
Georgia,GA,1979,Male,South,South Atlantic,69.36444676,white
Georgia,GA,1980,Female,South,South Atlantic,78.27290367,white
